company,contact_name,email,phone,address,city,state,agency,bid_title,bid_number
Servicon Systems Inc,Keith Michaels,keith.michaels@serviconsystems.com,310-204-5040 ext. 221,3965 Landmark St,Culver City,California,City of San Diego,Janitorial Services,10090204-26-E
SOLID Property Services,Danny Nguyen,dispatch@solidpropertyservices.com,858-780-6824,5820 miramar Rd Ste 200,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Solutions Maintenance Inc,Rolando Gonzalez,rgonzalezsminc@gmail.com,619-609-5770,138 Toluca court,Hemet,California,City of San Diego,Janitorial Services,10090204-26-E
ssanchez@contractsg.com,Shane Sanchez,ssanchez@contractsg.com,714-582-1813,480 Capricorn St,Brea,California,City of San Diego,Janitorial Services,10090204-26-E
Sustainable Building Clean,Daniel Lavi,sustainablebuildingclean@gmail.com,858-336-9350,3511 caminito el rincon,san diego,California,City of San Diego,Janitorial Services,10090204-26-E
"T&T Janitorial, Inc",Tam,tandt_janitorial@yahoo.com,858-336-8837,2959 frankel way,san diego,California,City of San Diego,Janitorial Services,10090204-26-E
Team One Management,Mohsen Akhavan,mike@team1mgmt.com,949-348-1466,P.O. Box 203,Lake Forest,California,City of San Diego,Janitorial Services,10090204-26-E
TG Cleaning Team LLC,Gabriela Oregon,gabriela@tgcleaningteam.com,858-377-9308,"4231 Balboa Avenue, Suite # 1477",San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
The Cavalry Cleaning Company LLC,Warren Smith,Warren@cavalryclean.com,619-867-4015,"7137 El Cajon Blvd, #141",La Mesa,California,City of San Diego,Janitorial Services,10090204-26-E
The Joyner Group,Eliot,eliot.joyner@yahoo.com,757-910-6484,14607 Crown Hollow Court,Gainesville,Virginia,City of San Diego,Janitorial Services,10090204-26-E
The Phoenix Production LLC,Victoria Garza,thephoenixproductionllc@gmail.com,951-227-3087,26075 Prado Street,Moreno Valley,California,City of San Diego,Janitorial Services,10090204-26-E
the takeoutsisters,Tanaja,cheftee26@gmail.com,631-260-4223,9 sunny drive,bellport,New York,City of San Diego,Janitorial Services,10090204-26-E
The White Glove Cleaning Service,Lourdes De Leon,thewhiteglove@msn.com,619-549-2559,631 Belinda Way,Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
"Thompson Building Maintenance Services, LLC",Randy Thompson,randyet15@msn.com,619-818-3498,6387 Lake Alturas Ave,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
"Tom's Janitorial Serv,. Inc.",Tom Duong,tomd_63@Yahoo.com,619-890-9961,3281 Altadena Ave.,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
"TP Janitorial Services, Inc.",My Hanh Pham,tpjanitorial@gmail.com,619-733-6568,PO BOX 532161,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Tranquil Home,Nicola Davies,admin@tranquilhome.net,858-848-0881,9883 Paseo Montalban,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Triana Electric & general construction,Eduardo Triana,trianaelectric@icloud.com,619-866-9332,5620 San Miguel rd,bonita,California,City of San Diego,Janitorial Services,10090204-26-E
troche enterprise,joshua Troche,jtroche77@gmail.com,194-964-8296,817 piccolo,Irvine,California,City of San Diego,Janitorial Services,10090204-26-E
Unicare Building Maintenance Inc,Kathy,kathy.son@unicaremaintenance.com,214-930-0371,"3007 N Skyway Circle, Ste 100",Irving,Texas,City of San Diego,Janitorial Services,10090204-26-E
Uniserve Facilities Services,james jeon,jjeon@uniservecorp.com,213-533-1000,2363 s atlantic blvd,commerce,California,City of San Diego,Janitorial Services,10090204-26-E
United Building Maintenance,Darin Morino,darin@unitedfullservice.com,9168265119,"2200 Douglas Blvd, Suite 250B",Roseville,California,City of San Diego,Janitorial Services,10090204-26-E
United Facility Services,Donna Zuzzolo,dzuzzolo@eastcobuildingservices.com,631-243-3333,"130 Brook Avenue, Deer Park,, NY, 11729, United St",Deer Park,New York,City of San Diego,Janitorial Services,10090204-26-E
united maintenance Building center,Sandra Luviano,ylsse@unitedbmc.com,619-508-0707,152 Zenith st,Chula vista,California,City of San Diego,Janitorial Services,10090204-26-E
"US Metro Group, INC.",Evelyn Lee,Registration@usmetrogroup.com,213-382-6435,"6803 International Ave,, Suite 101",Cypress,California,City of San Diego,Janitorial Services,10090204-26-E
Vested Solutions,Vernon Wyllie-James,virtualvestedsolutions@gmail.com,877-460-7729,"PO BOX 642, Fax: 800-616-2091",Palm Desert,California,City of San Diego,Janitorial Services,10090204-26-E
Veterans Services Solutions,Lyka Gorospe,lyka@richinreallife.com,954-228-5499,,CA,California,City of San Diego,Janitorial Services,10090204-26-E
VRM Cleaning Services LLC,Valeria Araiza,vrmcleaningservices3@gmail.com,619-888-8587,3092 vía papeete,San diego,California,City of San Diego,Janitorial Services,10090204-26-E
Wepa Commercial Cleaning,Francisco Rivera,WepaCommercialCleaning@Gmail.Com,619-259-4266,"2244 Main Street, Suite 3",Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
You Pack It We deliver It llc,Anthony Bell,Letsdeliverthepackage@gmail.com,323-740-4914,1223 Maria Ave,Spring Valley,California,City of San Diego,Janitorial Services,10090204-26-E
Your Maintenance Solutions,Jonathan Reyes,info@useyms.com,310-963-8098,"21200 Oxnard St, #6794",Woodland Hills,California,City of San Diego,Janitorial Services,10090204-26-E
BidJudge,Lorenzo,ca@bidjudge.com,602-456-2439 ext. 0,10869 N. Scottsdale Rd.,Scottsdale,Arizona,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
BSK Associates,Cole S. Mackelprang/Tim Rodriguez,sales@bskassociates.com,650-302-2223,"691 N. Laverne Avenue, Suite 101, 399 Lindbergh Ave - Livermore 94551",Fresno,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Cratus Inc,Konrad Stoklosinski,Estimating@cratusinc.com,415-939-2840 ext. 00,"945 Taraval Street, #302",San Francisco,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
"Ghilotti Construction Company, Inc.",Thomas Smith,annette@ghilotti.com,707-585-1221,"246 Ghilotti Ave., Fax: 707-585-1601",Santa Rosa,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Granite Construction Company,Scott Edwards,scott.edwards@gcinc.com,916-855-4400,"4001 Bradshaw Rd, Fax: 916-369-0429",Sacramento,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Griffin Fluid Management,David Lewis,david.lewis@griffinfluidmanagement.com,916-271-5924,7000 Jurupa Ave,Riverside,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
"Jalquin's Trucking, INC.",Paula Allen,paula@jalquintrucking.com,530-779-4550,P.O. Box 1029,Diamond Springs,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
LaFleur Engineering,Garrett Davis,gd@lei-ca.net,530-919-1397,"1588 Bedell Court, Unit B",Roseville,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Mountain Cascade Inc.,David Hicks,estimating@mountaincascade.com,925-373-8370,"555 Exchange Ct., Fax: 925-373-0940",Livermore,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
NAVAJO PIPELINES INC,KAREN SILVA,navajoinc@aol.com,916-448-0134,"4671 24TH STREET, Fax: 916-448-0841",SACRAMENTO,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Precon Products,Daniel Zarraonandia,danz@pre-conproducts.com,805-297-5140,240 W Los Angeles Ave,Simi Valley,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Quick Dump Trucking,Miguel Arteaga,qdtrucking21@gmail.com,916-698-7337,2827 Clark Ave,Carmichael,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Road Safety Inc.,Frank Charles,frank@roadsafetyinc.net,916-543-4600,"4335 Pacific St. Suite A, 4335 Pacific St. Suite A",Rocklin CA 95677,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
"Soracco, Inc.",Richard Soracco Jr,Richard@soraccoinc.com,209-267-4030 ext. 2,"903 E Lodi Ave, Fax: 209-267-4202",Lodi,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
"Steve P. Rados, Inc.",Robert Wojcik,rwojcik@rados.com,916-475-1654,"P.O. Box 15128, 2002 E. McFadden Ave., Fax: 916-475-1655",Santa Ana,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
"T & S Construction Co., Inc.",Anthony Spinella,anthony@916pipe.com,916-381-3052,"6100 Hedge Avenue, Fax: 916-387-1861",Sacramento,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
Trench Shoring Company,Matt Mitchell,matthewm@trenchshoring.com,916-809-6032,4585 Pell Drive,Sacramento,California,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
United Rentals Trench Safety,Chuck Peterson,chpeterso@ur.com,623-284-9170,2222 E Carmel,Mesa,Arizona,City of Sacramento,North 5th Street Parallel Storm Trunk Main Project Q26141324007,
All Sources All Products LLC,Rita Patel,rita@allsourcesallproducts.com,707-481-7417,"1220 Rosecrans Street, #820",San Diego,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Blue Angel International llc,Blue Angel,care@blueangel.com,510-827-9981,2342 Shattuck Ave #800,Berkeley,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
citrus heights saw & mower,gary cook,citrusheightsmower@yahoo.com,916-722-2825,"7238 auburn blvd, Fax: 916-722-2855",citrus heights,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
CivicBridges,Doug Anderson,mark@civicbridges.com,208-538-9897,2195 Village Park Ave. Suite 100,Twin Falls,Idaho,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Diamond Blade Warehouse LLC,Christian Tuska,ctuska@diamondbladewarehouse.com,847-388-0203,588 Lakeview Parkway,Vernon Hills,Illinois,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Edward R. Bacon Company Inc,Steve Benstead,steve1@erbacon.com,916-383-8250,8440-A Belvedere Avenue,Sacramento,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Elite Textile Trading LLC,Kyra Ma,kyra@elitetex.us,323-300-8692,300 Spectrum Center Drive Suite 400,Irvine,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Fastenal Co,Adam Sloan,CASA2@stores.fastenal.com,916-635-7821,3251 Luyung Dr A,Rancho Cordova,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Hilti Inc.,Wendy O'Brien,contractadmin@hilti.com,800-950-6119 ext. 2995,"5400 South 122nd East ave., Operation Center, Fax: 800-950-6610",Tulsa,Oklahoma,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Ideal Enterprises LLC,Muhammad Babar,idealentsac@gmail.com,916-368-3888,"9025 Folsom Blvd, Fax: 916-368-3889",Sacramento,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
"IT Devices Online, Inc",Atif Ansari,aansari@itdevicesonline.com,434-424-0401,"2121 N California Blvd, Suite 290",Walnut Creek,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Likys LLC,christina canty,christina@likysllc.com,408-440-7174,1960 southwest expressway #4,San Jose,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
"LM ENTERPRISES, INC.",Logan McEniry,loganm@oceansideace.com,760-473-9460,263 South Coast Highway,Oceanside,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
M & C Bliss Enterprises Inc,Casey Bliss,casey@blisspowerlawn.com,916-483-1167,"101 Commerce Cir, Fax: 916-483-0381",Sacramento,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Nassau Trading Inc.,Masroor Ahmed,masroor@nassautradinginc.com,917-299-9330,"5718 37TH AVE, APT 3",WOODSIDE,New York,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
"Peggy S Brooks Company, Inc",Patrick McDonough,info@brooksco.com,800-959-6560,PO Box 5697,Auburn,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Sully & Sons,Kevin Sullivan,ksullivan851@gmail.com,151-036-3787,425 Virginia St Vallejo,Vallejo,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
Swain Distribution Inc.,Christina Brown,COMPLIANCE@SWAINDISTRIBUTION.COM,501-268-5440,"211 N. Rand St, Fax: 501-279-2551",Searcy,Arkansas,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
"Tree Service Kings, Inc.",Ernesto Macias,emacias@treeservicekings.com,818-324-1161,7210 Jordan Ave.,Canoga Park,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
"Valley Saw, LLC",Philippe Sukyas,philippes@valleysaw.com,831-758-2898,"441 Front Street, Fax: 831-758-0245",Salinas,California,City of Sacramento,Purchase of Chainsaws & other Small Equipment B26151811012,
ACCESSREC LLC,Alex Girard,alex.girard@accessrec.com,973-955-0514,"67 SAND PARK RD, STE A",CEDAR GROVE,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
adam@roadservices.net,Adam,adam@roadservices.net,951-550-2762,240 Maple Ave,Beaumont,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Advanced Healthstyles Fitness Equipment Inc.,Abby Anderson,AAnderson@advancedexercise.com,303-996-0048,"861 Southpark Dr., #100",Littleton,Colorado,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
APMFG Fabricators Inc.,Orlando Vargas,mgmt@apmfg.net,760-967-8464,906 Boardwalk #B,San marcos,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Associated General Contractors of America - AGC,Plan Room,planroom@agcsd.org,858-558-7444,"10140 Riverford Road, Plan Room, Fax: 858-558-8444",San Diego,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"California Commercial Pools, Inc.",Brett Smith,bids@calcommpools.com,909-394-1280,"2255 E Auto Centre Drive, Fax: 909-394-4579",Glendora,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"California Waters Development, Inc.",Leanne Harvey,leads@californiawaters.com,949-528-0900 ext. 123,23311 E. La Palma Ave.,Yorba Linda,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Case Land Surveying,Larry Case,CLSI@caselandsurveying.com,714-628-8948,614 n Eckhoff St,Orange,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Corner Keystone Construction Corporation,Melmie Lincod,bids@cornerkeystone.com,844-252-2677 ext. 9,"440 N Barranca Avenue, #5210, Fax: 844-252-2677",Covina,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Dave Bang Associates,Dacie Calvert,estimating@davebang.com,800-669-2585 ext. 2200,po box 1088,Tustin,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
diamond construction,stelian onufrei,stely907@yahoo.com,714-240-3698,"638 CAMINO DE LOS MARES, #H130-513, Fax: 714-276-0596",SAN CLEMENTE,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Estate Design and Construction,Benjamin S. Tvizer,bids@estatednc.com,310-810-7319,"5701 Buckingham Pkwy, Unit C",Culver,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Estimation HUbinc,jack jordan,jackjordan122311@gmail.com,281-509-9327 ext. 281509,"207 Greenway plaza, Fax: 281-509-9327",Houston,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Freedom Engineering Inc.,Scott Baxter,sbaxter@freedom-ei.com,661-440-3572,624 B Street,Taft,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
FST SAND & GRAVEL,Leigha Gomez,LAGOMEZ@FSTSAND.COM,951-277-8440,21780 Temescal Canyon Rd,Corona,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"Graham Crackers Demolition, Inc.",Amanda Cruz,amanda@grahamcrackersdemo.com,951-370-0704,"25125 Felswood Road, Fax: 888-885-9174",Menifee,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Hands Construction Corporation,Antonio Notario,antoniojn@handsconstruction.biz,760-978-1949,9966 Lincoln Ave,Hesperia,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Innovative Construction designs,Joseph Lopez,greg@innovative.build,562-355-6507,2501 Rubidoux Boulevard Suite E,Riverside,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Jami Construction,Malik,Plan@jamiconstruction.com,916-519-5071,248 Greenmoor,irvine,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Jaynes Brothers Construction,Chase Jaynes,Chase@jaynesbrothers.com,805-375-1111,"996 Lawrence Drive, Suite 201",Newbury Park,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"JM Builder, Inc.",Jennifer Murrey,jennifer@jmbuilders.org,909-793-4687,PO Box 8663,Redlands,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
JMJ CONSTRUCTION,Jordan Moisa,jordan@jmjcon.net,951-391-5958,"30724 Benton Road, Ste C302, Fax: 951-848-0876",Winchester,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Lartek Restoration,Christian Lara,christian.lara@lartekrestoration.com,951-643-9529,Riverside,Riverside,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"LMT Enterprises, Inc.",Craig Thomas,tyner@tynerpaving.com,323-225-8014,"919 S. Fremont Avenue, Suite 368",Alhambra,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
LZ Construction Inc,Julio Lainez,management@lzconstruction.online,760-335-8479,5247 Lack Rd,Brawley,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Matta LLC,Luz Padilla,luz.padilla@playmatta.com,909-815-7055,24305 Prielipp Rd Unit 104,Wildomar,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"Mauna custom pools inc,",Juan J. Rojas,juan@maunacustompools.com,909-754-1310,2814 Serrano Rd,San Bernardino,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"Micon Construction, Inc",Kimberly Racette,kim@miconconstruction.com,800-949-0203,"1616 Sierra Madre Circle, Fax: 714-666-1007",Placentia,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Miracle Playground Sales,Bryce Lawrence,bryce@miracleplayground.com,800-264-7225 ext. 102,"1101 California Ave, Suite 209",Corona,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"MLC Constructors, Inc.",Jim McCoy,estimating@mlcconstructors.com,951-393-0781,"710 Rimpau Ave., Suite 208",Corona,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
MSH Development Group Inc,Magdy Hamid,Magdy@mshgrp.com,310-461-6515,"28170 Ave Crocker, Suite 109",Valencia,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Nata Construction Inc. DBA California Bleachers,Horacio De La Torre,delatorre@californiableachers.com,951-216-9693,32564 Cullen Ct.,Winchester,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"No Fault, LLC",Raquel Rocha,bids@nofault.com,225-215-7760,"6750 exchequer drive, Fax: 909-383-2847",Baton Rouge,Louisiana,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
NoLimit Construction,Sergio Duarte,NoLimit.const@icloud.com,909-749-4607,15565 Travis st,Hesperia,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Ortco,Billy Police,billy@ortcoplays.com,714-998-4333,2163 N. Glassell St,Orange,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"Pacific Play Systems, Inc",Salina,sales@pacificplayinc.com,760-599-7355,3288 Grey Hawk Ct,Carlsbad,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Play Foundations,John,john@playfoundations.com,617-571-5285,1330 N. Melrose Dr. Suite F,"Vista,",California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"Play Foundations, Inc.",Tom Acord,estimating@playfoundations.com,760-295-8645,"1330 North Melrose Drive, Suite F",Vista,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"PlayPower LT Farmington, Inc.",Lisa Allen,pacificdzn@aol.com,714-846-4885,"878 E. US Hwy 60, Fax: 714-846-3485",Monett,Missouri,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Prestige Prime Engineering,Habib Askari,Habib@prestigeprimeeng.com,619-572-4203,1414 Sundale Rd,El Cajon,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Pro Services General Contractor,Mary Ann McBee,info@proservicegc.com,619-884-3559,"6051 Business Center Ct., #4-142",San Diego,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"R E Schultz Construction, Inc.",Chris Thomas,chris@reschultzconstruction.com,714-649-2627,1767 N. Batavia,Orange,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Rain Drop Products,Steven Bearden,sbearden@rain-drop.com,951-310-1491,2121 Cottage St,ASHLAND,OH,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Recreation Brands So Cal,ALFREDO PULIDO,alfredo.pulido@recreationsc.com,951-833-5548,"540 S Andreasen st, suite g",escondido,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
RG GENERAL ENGINEERING INC,Richard Gonzales,richard@rginc.net,951-963-4268,3594 Bluff st,Norco,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
"RHA Landscape Architects-Planners, Inc.",Doug Grove,dougg@rhala.com,951-781-1930 ext. 121,"6800 Indiana Avenue, Suite 245",Riverside,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
rhjjgforiueg,feff,abubakrbetterbusiness1@gmail.com,816-790-8773,erferff,fefefe,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Road Works Inc.,Michael B,rwbids@roadworks.net,909-469-5101,303 Short St,Pomona,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Roadway Engineering & Construction Corp.,Eric Alvarez,eric@roadwayengineering.com,951-940-0045,"3121 Indian Ave., Fax: 951-940-0046",Perris,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
SpectraTurf,Alex Stout,estimating@spectraturf.com,951-736-3579 ext. 803,"555 South Promenade Avenue #103, Fax: 951-734-3630",Corona,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Three Peaks Corp,Erik Simmons,erik@threepeakscorp.com,909-522-2219,"PO Box 101, Fax: 909-795-1692",Calimesa,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
TJ Janca Construction,cole,chiramatsu@protectturf.com,714-921-3940,2328 N Batavia St,orange,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
UBD INC,Yuri Ubeda,ubdinc@yahoo.com,818-482-8014,6707 Camellia Ave #205,North Hollywood,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Viramontes Express,Suzana Viramontes,suzanamarie12@aol.com,951-545-1662,,Corona,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
Western State Builders Inc,Julian Moen,estimating@westernstatebuilder.com,760-546-2405,445 N Twin Oaks Valley Rd,San Marcos,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
ZECO INC,Bryan Solmar,info@zeco-inc.com,714-622-7111,"22765 Savi Ranch Pkwy, Unit F",Yorba Linda,California,City of Riverside,Riverwalk Park Playground and Resilient Surfacing Project 8246,
